record_id,date,hospital_name,department,hospital_type,city,ward,weekend_flag,holiday_flag,season,disease_outbreak_flag,total_beds,occupied_beds,reserved_beds,available_beds,emergency_beds,ICU_beds,ICU_occupied,ventilators_available,daily_admissions,daily_discharge,emergency_cases,staff_on_duty,nurses_on_duty,doctors_on_duty,average_length_of_stay,patient_turnover_rate,occupancy_rate,mortality_rate,infection_rate,temperature
HBO-001696,2024-02-26,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Winter,0.0,42.0,33.0,2.0,7.0,3.0,5.0,5.0,1.0,10.0,11.0,9.0,16.0,9.0,3.0,1.38,26.19,78.57,0.44,5.14,17.15
HBO-001726,2024-02-27,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Winter,0.0,40.0,30.0,2.0,8.0,2.0,5.0,4.0,3.0,9.0,5.0,5.0,18.0,11.0,3.3645443196004994,3.47,12.5,75.0,2.46,7.22,19.3
HBO-001756,2024-02-28,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Winter,0.0,44.0,34.0,1.0,9.0,3.0,5.0,4.0,4.0,8.0,5.0,7.0,18.0,11.0,4.0,2.89,11.36,77.27,2.63,4.42,18.8
HBO-001786,2024-02-29,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Winter,0.0,48.0,36.0,4.0,8.0,3.0,6.0,4.0,5.0,8.0,9.0,8.0,23.0,15.0,4.0,1.17,18.75,69.19,5.99,1.9,13.9
HBO-001816,2024-03-01,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,36.0,22.0,1.0,13.0,2.0,4.0,3.0,3.0,3.0,0.0,11.0,15.0,9.0,4.0,4.23,0.0,61.11,6.33,8.49,17.8
HBO-001846,2024-03-02,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,25.0,19.0,2.0,4.0,2.0,3.0,2.0,1.0,5.0,11.0,3.0,11.0,7.0,3.0,3.94,44.0,76.0,1.71,0.92,21.7
HBO-001876,2024-03-03,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,27.0,18.0,1.0,8.0,2.0,3.0,3.0,1.0,7.0,5.0,12.0,11.0,6.0,1.0,2.19,18.52,66.67,1.37,4.35,15.4
HBO-001906,2024-03-04,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,31.0,21.0,2.0,8.0,2.0,4.0,3.0,3.0,9.0,11.0,13.0,14.0,10.0,2.0,1.35,35.48,67.74,4.85,8.35,14.4
HBO-001936,2024-03-05,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,51.0,41.0,2.0,8.0,3.0,6.0,5.0,3.0,3.0,4.0,15.0,16.0,11.0,3.0,3.09,7.84,80.39,6.75,4.61,16.75
HBO-001966,2024-03-06,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,43.0,31.0,2.0,10.0,3.0,5.0,3.0,3.0,8.0,10.0,9.0,14.0,9.0,2.0,3.23,23.26,72.09,1.06,13.46,19.1
HBO-001996,2024-03-07,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,42.0,30.0,1.0,11.0,3.0,5.0,4.0,2.0,5.0,1.0,3.0,13.0,8.0,1.0,1.81,2.38,71.43,2.11,1.97,17.7
HBO-002026,2024-03-08,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,29.0,18.0,1.0,10.0,2.0,3.0,2.0,4.0,5.0,10.0,8.0,16.0,11.0,3.3645443196004994,3.64,16.22,62.07,4.78,3.77,17.599999999999998
HBO-002056,2024-03-09,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,44.0,33.0,1.0,10.0,3.0,5.0,4.0,2.0,5.0,7.0,9.0,15.0,10.0,3.0,6.13,15.91,75.0,2.88,0.86,17.5
HBO-002086,2024-03-10,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,45.0,33.0,1.0,11.0,3.0,5.0,4.0,3.0,5.0,6.0,12.0,14.0,10.0,4.0,3.04,13.33,73.33,2.31,6.51,18.3
HBO-002116,2024-03-11,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,38.0,27.0,3.0,8.0,2.0,5.0,3.0,4.0,4.0,5.0,9.0,15.0,10.0,3.0,9.56,13.16,71.05,1.05,2.56,18.4
HBO-002146,2024-03-12,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,35.0,29.0,2.0,4.0,2.0,4.0,3.0,4.0,6.0,2.5,8.0,14.0,9.0,2.0,1.26,16.22,82.86,5.86,5.88,17.4
HBO-002176,2024-03-13,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,40.0,28.0,2.0,10.0,2.0,5.0,3.0,3.0,2.0,0.0,11.0,18.0,13.0,3.3645443196004994,2.96,0.0,70.0,0.91,1.56,18.366666666666667
HBO-002206,2024-03-14,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,38.0,29.0,1.0,8.0,2.0,5.0,4.0,2.0,4.0,1.0,9.0,14.0,9.0,3.0,4.52,2.63,76.32,0.37,9.24,19.333333333333332
HBO-002236,2024-03-15,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,32.0,23.0,2.0,7.0,2.0,4.0,2.0,3.0,4.0,7.0,10.0,16.86111111111111,9.0,3.0,2.46,21.88,71.88,2.64,0.18,20.3
HBO-002266,2024-03-16,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,45.0,36.0,3.0,6.0,3.0,5.0,4.0,3.0,3.0,3.0,8.0,20.0,14.0,5.0,0.82,6.67,80.0,3.33,0.77,15.5
HBO-002296,2024-03-17,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,46.0,36.0,3.0,7.0,3.0,6.0,5.0,2.0,5.0,5.0,12.0,12.0,8.0,2.0,2.73,10.87,78.26,2.18,3.13,19.8
HBO-002326,2024-03-18,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,43.0,36.0,1.0,6.0,3.0,5.0,4.0,2.0,5.0,9.0,5.0,20.0,10.510204081632653,5.0,9.69,20.93,83.72,6.88,0.88,21.0
HBO-002356,2024-03-19,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,24.0,17.0,2.0,5.0,1.0,3.0,2.0,2.0,11.0,10.0,9.0,12.0,7.0,2.0,2.67,41.67,70.83,0.96,10.02,14.2
HBO-002386,2024-03-20,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,35.0,30.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,7.0,9.0,16.0,9.0,3.0,0.8,20.0,85.71,2.46,6.96,22.0
HBO-002416,2024-03-21,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,49.0,27.0,1.0,21.0,3.0,6.0,3.0,6.0,2.0,0.0,3.0,15.0,9.0,2.0,4.17,0.0,55.1,5.89,4.31,17.4
HBO-002446,2024-03-22,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,1.0,Spring,0.0,58.0,46.0,3.0,9.0,3.0,7.0,6.0,1.0,5.0,1.0,2.0,20.0,13.0,4.0,3.48,1.72,66.3,2.92,6.29,18.7
HBO-002476,2024-03-23,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,40.0,31.0,1.0,8.0,2.0,5.0,3.0,5.0,7.0,5.0,11.0,13.0,9.0,3.0,3.64,12.5,77.5,1.99,7.75,19.4
HBO-002506,2024-03-24,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,46.0,36.0,3.0,7.0,3.0,6.0,4.0,5.0,9.0,8.0,7.0,20.0,13.0,3.0,2.18,16.22,78.26,2.66,3.14,20.1
HBO-002536,2024-03-25,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,47.0,32.0,3.0,12.0,3.0,6.0,4.0,5.0,7.0,11.0,9.0,14.0,9.0,4.0,1.65,23.4,72.465,3.78,0.75,19.1
HBO-002566,2024-03-26,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,33.0,22.0,2.0,9.0,2.0,4.0,3.0,2.0,5.0,3.0,9.0,11.0,6.0,3.0,0.5,9.09,66.67,2.02,2.65,22.1
HBO-002596,2024-03-27,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,34.0,24.0,1.0,9.0,2.0,4.0,3.0,3.0,6.0,6.0,6.0,11.0,7.0,3.3645443196004994,3.64,17.65,70.59,2.46,9.64,18.450000000000003
HBO-002626,2024-03-28,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,39.0,30.0,1.0,8.0,2.0,5.0,4.0,4.0,7.0,10.0,8.0,17.0,10.0,4.0,5.24,25.64,76.92,3.22,1.5,14.8
HBO-002656,2024-03-29,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,35.0,26.0,3.0,6.0,2.0,4.0,3.0,3.0,4.0,5.0,8.0,14.0,8.0,3.0,1.52,16.22,74.29,5.52,3.24,16.9
HBO-002686,2024-03-30,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,41.0,30.0,2.0,9.0,2.0,5.0,3.0,2.0,2.0,0.0,9.0,13.0,7.0,3.3645443196004994,3.64,0.0,73.17,2.46,3.51,21.6
HBO-002716,2024-03-31,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,40.0,28.0,2.0,10.0,2.0,5.0,3.0,3.0,4.0,3.0,7.0,14.0,9.0,3.0,8.13,16.22,70.0,9.37,3.65,20.0
HBO-002746,2024-04-01,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,48.0,34.0,1.0,13.0,3.0,6.0,5.0,1.0,7.0,7.0,8.0,18.0,10.0,3.0,9.97,14.58,70.83,1.9,8.24,20.6
HBO-002776,2024-04-02,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,58.0,37.0,3.0,18.0,3.0,7.0,7.0,3.0,6.0,5.0,5.0,19.0,13.0,4.0,1.64,8.62,63.79,2.46,8.6,21.8
HBO-002806,2024-04-03,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,1.0,Spring,0.0,40.0,28.0,2.0,10.0,2.0,5.0,3.0,3.0,7.0,3.0,8.0,15.0,9.0,3.0,2.4,7.5,70.0,4.44,1.68,21.9
HBO-002836,2024-04-04,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,39.0,28.0,3.0,8.0,2.0,5.0,4.0,3.0,8.333333333333334,8.0,3.0,15.0,10.0,3.0,4.86,20.51,71.79,2.68,6.79,25.6
HBO-002866,2024-04-05,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,31.0,23.0,1.0,7.0,2.0,4.0,2.0,4.0,9.666666666666666,4.0,7.0,13.0,8.0,3.3645443196004994,4.29,12.9,74.19,2.39,5.42,18.1
HBO-002896,2024-04-06,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,31.0,21.0,2.0,8.0,2.0,4.0,3.0,1.0,11.0,13.0,12.0,13.0,9.0,2.0,5.31,41.94,67.74,2.32,3.13,21.4
HBO-002926,2024-04-07,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,46.0,35.0,3.0,8.0,3.0,6.0,4.0,5.0,5.0,8.0,9.0,13.0,9.0,2.0,5.59,16.22,76.09,7.64,5.69,25.2
HBO-002956,2024-04-08,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,32.0,18.0,2.0,12.0,2.0,4.0,2.0,4.0,4.0,7.0,8.0,15.0,9.0,4.0,4.95,21.88,56.25,0.33,3.91,22.4
HBO-002986,2024-04-09,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,36.0,27.0,2.0,7.0,2.0,4.0,3.0,4.0,11.0,15.0,9.0,17.0,12.0,3.0,0.64,16.22,75.0,0.58,2.25,22.3
HBO-003016,2024-04-10,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,36.0,25.0,2.0,9.0,2.0,4.0,3.0,3.0,6.0,4.0,8.0,14.0,8.0,3.3645443196004994,2.2,11.11,69.44,2.12,1.85,21.05
HBO-003046,2024-04-11,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,37.0,29.0,3.0,5.0,2.0,4.0,3.0,1.0,1.0,3.0,7.0,14.0,8.0,2.0,1.46,16.22,78.38,2.47,3.39,19.8
HBO-003076,2024-04-12,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,34.0,21.0,2.0,11.0,2.0,4.0,3.0,1.0,5.0,1.0,4.0,12.0,7.0,3.0,3.64,2.94,61.76,6.39,2.56,25.1
HBO-003106,2024-04-13,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,40.0,29.0,3.0,8.0,2.0,5.0,5.0,3.0,6.5,8.0,8.0,17.0,12.0,3.3645443196004994,2.09,20.0,72.5,5.67,5.18,24.200000000000003
HBO-003136,2024-04-14,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,32.0,22.0,2.0,8.0,2.0,4.0,4.0,3.0,8.0,4.0,4.0,12.0,7.0,2.0,5.47,16.22,69.58500000000001,1.06,1.86,23.3
HBO-003166,2024-04-15,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,42.0,28.0,3.0,11.0,3.0,5.0,4.0,2.0,10.0,10.0,3.0,16.86111111111111,10.0,3.3645443196004994,1.38,23.81,66.67,1.86,4.13,26.8
HBO-003196,2024-04-16,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,47.0,33.0,3.0,11.0,3.0,6.0,4.0,2.0,7.0,5.0,4.0,21.0,12.0,3.0,4.85,10.64,70.21,3.1,0.59,25.0
HBO-003226,2024-04-17,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,35.0,27.0,2.0,6.0,2.0,4.0,3.0,1.0,3.0,6.0,10.0,16.86111111111111,10.0,4.0,2.42,17.14,77.14,5.29,3.13,19.8
HBO-003256,2024-04-18,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,42.0,31.0,3.0,8.0,3.0,5.0,4.0,2.0,4.5,2.0,12.0,19.0,11.0,4.0,0.91,16.22,73.81,0.22,0.47,20.450000000000003
HBO-003286,2024-04-19,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,47.0,35.0,2.0,10.0,3.0,6.0,4.0,3.0,6.0,8.0,12.0,18.0,11.0,4.0,1.93,17.02,74.47,6.51,7.37,21.1
HBO-003316,2024-04-20,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,46.0,37.0,3.0,6.0,3.0,6.0,6.0,2.0,5.0,8.0,5.0,19.0,11.0,4.0,1.12,17.39,80.43,2.7,0.32,24.7
HBO-003346,2024-04-21,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,38.0,22.0,3.0,13.0,2.0,5.0,3.0,5.0,6.0,8.0,9.0,9.0,10.510204081632653,2.0,2.77,21.05,57.89,0.48,1.33,25.5
HBO-003376,2024-04-22,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,35.0,21.0,2.0,12.0,2.0,4.0,2.0,4.0,6.0,10.0,9.0,15.0,9.0,3.0,2.55,28.57,60.0,4.98,1.58,24.2
HBO-003406,2024-04-23,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,31.0,26.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,5.0,13.0,7.0,3.0,2.96,16.13,83.87,0.56,2.13,24.2
HBO-003436,2024-04-24,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,43.0,26.0,3.0,14.0,3.0,5.0,3.0,4.0,2.0,0.0,5.0,14.0,8.0,3.0,2.27,0.0,78.045,2.3,3.53,26.9
HBO-003466,2024-04-25,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,54.0,39.0,2.0,13.0,3.0,6.0,5.0,3.0,5.0,3.0,9.0,19.0,12.0,5.0,4.85,1.85,72.22,0.97,2.72,24.2
HBO-003496,2024-04-26,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,39.0,31.0,2.0,6.0,2.0,5.0,3.0,2.0,6.0,6.0,7.0,16.0,9.0,3.0,3.64,15.38,79.49,2.03,7.12,26.1
HBO-003526,2024-04-27,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,51.0,39.0,2.0,10.0,3.0,6.0,5.0,2.0,8.0,5.0,8.0,17.0,11.0,4.0,0.99,16.22,76.47,3.52,7.06,26.1
HBO-003556,2024-04-28,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,38.0,23.0,2.0,13.0,2.0,5.0,3.0,2.0,9.0,12.0,8.0,14.0,11.0,2.0,7.35,31.58,60.53,2.46,2.37,27.0
HBO-003586,2024-04-29,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,54.0,43.0,3.0,8.0,3.0,6.0,5.0,2.0,5.5,6.0,4.0,20.0,14.0,5.0,3.04,20.37,79.63,2.46,1.15,26.8
HBO-003616,2024-04-30,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,46.0,32.0,2.0,12.0,3.0,6.0,5.0,3.0,2.0,0.0,9.0,13.0,10.510204081632653,2.0,1.48,0.0,69.57,0.63,10.25,23.0
HBO-003646,2024-05-01,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,29.0,20.0,2.0,7.0,2.0,3.0,2.0,3.0,5.0,8.0,7.0,13.0,6.0,3.0,5.72,27.59,68.745,2.33,0.92,25.9
HBO-003676,2024-05-02,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,53.0,36.0,1.0,16.0,3.0,6.0,4.0,3.0,9.0,5.0,8.0,16.0,9.0,2.0,3.72,9.43,67.92,3.88,1.12,28.7
HBO-003706,2024-05-03,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,38.0,28.0,2.0,8.0,2.0,5.0,4.0,1.0,5.0,4.0,10.0,12.0,9.0,2.0,3.64,16.22,73.68,1.41,5.84,25.5
HBO-003736,2024-05-04,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,36.0,25.0,3.0,8.0,2.0,4.0,3.0,3.0,5.0,2.0,9.0,16.86111111111111,7.0,2.0,3.64,5.56,69.44,3.71,6.76,28.4
HBO-003766,2024-05-05,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,48.0,36.0,2.0,10.0,3.0,6.0,6.0,3.0,5.5,4.0,6.0,16.0,11.0,3.0,2.23,8.33,75.0,1.4,9.67,22.5
HBO-003796,2024-05-06,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,38.0,26.0,2.0,10.0,2.0,5.0,3.0,5.0,6.0,7.0,9.0,16.0,9.0,3.3645443196004994,1.48,18.42,70.39500000000001,0.29,5.38,26.1
HBO-003826,2024-05-07,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,38.0,25.0,1.0,12.0,2.0,5.0,3.0,3.0,10.0,6.0,8.0,11.0,7.0,3.0,3.26,15.79,65.79,3.36,1.35,29.9
HBO-003856,2024-05-08,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,26.0,16.0,1.0,9.0,2.0,3.0,2.0,4.0,9.333333333333334,4.0,6.0,16.0,11.0,3.0,4.15,15.38,61.54,0.53,3.34,24.8
HBO-003886,2024-05-09,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,40.0,29.0,2.0,9.0,2.0,5.0,4.0,3.0,8.666666666666666,4.0,10.0,18.0,10.0,3.0,4.47,10.0,72.5,2.87,4.6,20.7
HBO-003916,2024-05-10,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,38.0,27.0,2.0,9.0,2.0,5.0,5.0,2.0,8.0,11.0,10.0,15.0,10.0,3.0,1.09,28.95,71.05,0.5,1.87,27.9
HBO-003946,2024-05-11,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,39.0,27.0,1.0,11.0,2.0,5.0,3.0,3.0,5.0,3.0,10.0,11.0,8.0,2.0,1.25,16.22,69.23,1.63,2.14,24.0
HBO-003976,2024-05-12,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,42.0,31.0,1.0,10.0,3.0,5.0,4.0,3.0,5.0,7.0,9.0,13.0,10.510204081632653,2.0,2.13,16.22,73.81,4.07,1.42,26.4
HBO-004006,2024-05-13,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,37.0,22.0,2.0,13.0,2.0,4.0,3.0,2.0,7.0,9.0,5.0,14.0,10.0,2.0,7.22,24.32,73.875,0.59,2.89,26.35
HBO-004036,2024-05-14,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,41.0,27.0,1.0,13.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,15.0,8.0,4.0,5.44,12.2,73.94,0.29,2.66,26.3
HBO-004066,2024-05-15,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,43.0,36.0,1.0,6.0,3.0,5.0,5.0,3.0,2.0,3.0,12.0,18.0,12.0,4.0,1.15,6.98,74.005,1.22,5.98,26.9
HBO-004096,2024-05-16,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,27.0,20.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,5.0,6.0,16.0,10.510204081632653,3.0,2.65,18.52,74.07,0.64,6.1,30.5
HBO-004126,2024-05-17,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,39.0,30.0,3.0,6.0,2.0,5.0,3.0,4.0,5.0,5.0,6.0,19.0,12.0,3.3645443196004994,5.14,12.82,76.92,3.25,7.03,26.9
HBO-004156,2024-05-18,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,36.0,27.0,2.0,7.0,2.0,4.0,3.0,1.0,5.0,1.0,6.0,15.0,10.0,3.0,3.64,2.78,75.0,2.46,3.13,25.3
HBO-004186,2024-05-19,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,42.0,30.0,1.0,11.0,3.0,5.0,4.0,1.0,9.0,12.0,9.0,14.0,10.510204081632653,4.0,5.47,16.22,71.43,0.49,1.11,30.6
HBO-004216,2024-05-20,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,1.0,Spring,0.0,49.0,41.0,1.0,7.0,3.0,6.0,6.0,4.0,8.0,9.0,9.0,18.0,12.0,4.0,0.85,18.37,83.67,1.67,3.44,26.5
HBO-004246,2024-05-21,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,39.0,25.0,3.0,11.0,2.0,5.0,3.0,4.0,2.0,6.0,8.0,16.86111111111111,9.0,3.0,2.16,15.38,64.1,2.46,2.79,28.0
HBO-004276,2024-05-22,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,37.0,25.0,1.0,11.0,2.0,4.0,3.0,3.0,11.0,10.0,11.0,12.0,7.0,2.0,5.08,27.03,67.57,5.01,6.35,29.1
HBO-004306,2024-05-23,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,40.0,29.0,2.0,9.0,2.0,5.0,4.0,4.0,4.0,7.0,12.0,18.0,12.0,3.0,10.5,17.5,72.5,0.09,6.15,27.7
HBO-004336,2024-05-24,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,34.0,20.0,2.0,12.0,2.0,4.0,2.0,4.0,9.0,11.0,8.0,16.0,11.0,3.0,10.52,32.35,58.82,3.4,0.98,26.8
HBO-004366,2024-05-25,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,46.0,28.0,2.0,16.0,3.0,6.0,3.0,3.0,7.0,11.0,11.0,16.86111111111111,8.0,3.3645443196004994,3.64,16.22,60.87,2.46,2.39,28.9
HBO-004396,2024-05-26,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Spring,0.0,41.0,28.0,3.0,10.0,2.0,5.0,5.0,3.0,5.0,6.0,11.0,14.0,9.0,3.0,3.64,14.63,68.29,4.24,3.7,27.5
HBO-004426,2024-05-27,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,45.0,40.0,2.0,3.0,3.0,5.0,4.0,2.0,6.0,7.0,12.0,20.0,12.0,4.0,3.41,16.22,88.89,2.56,5.68,30.2
HBO-004456,2024-05-28,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,57.0,38.0,5.0,14.0,3.0,7.0,5.0,5.0,3.0,0.0,2.0,16.86111111111111,10.0,4.0,3.31,16.22,66.67,1.36,6.19,29.25
HBO-004486,2024-05-29,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,35.0,21.0,1.0,13.0,2.0,4.0,3.0,4.0,4.0,0.0,9.0,13.0,10.0,3.0,3.13,0.0,60.0,4.11,1.65,28.3
HBO-004516,2024-05-30,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,46.0,29.0,2.0,15.0,3.0,6.0,4.0,5.0,5.0,4.5,7.0,16.0,11.0,2.0,4.93,10.87,63.04,3.09,2.64,26.9
HBO-004546,2024-05-31,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Spring,0.0,40.0,27.0,2.0,11.0,2.0,5.0,4.0,3.0,6.0,9.0,5.0,15.0,10.0,3.0,2.43,16.22,67.5,2.46,1.43,33.9
HBO-004576,2024-06-01,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Summer,0.0,42.0,27.0,1.0,14.0,3.0,5.0,3.0,4.0,5.0,7.0,5.0,14.0,9.0,3.0,7.52,16.67,64.29,1.21,0.51,31.7
HBO-004606,2024-06-02,North Star Clinic,Medicine,Private,Islamabad,Medical,1.0,0.0,Summer,0.0,41.0,29.0,3.0,9.0,2.0,5.0,4.0,4.0,4.0,5.0,8.0,12.0,10.510204081632653,1.0,5.16,12.2,70.73,8.0,4.98,31.7
HBO-004636,2024-06-03,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Summer,0.0,31.0,18.0,1.0,12.0,2.0,4.0,2.0,5.0,8.0,4.0,12.0,12.0,8.0,3.0,1.37,12.9,58.06,7.37,0.61,28.3
HBO-004666,2024-06-04,North Star Clinic,Medicine,Private,Islamabad,Medical,0.0,0.0,Summer,0.0,46.0,34.0,3.0,9.0,3.0,6.0,4.0,3.0,3.0,7.0,10.0,16.0,9.0,4.0,3.07,15.22,73.91,4.65,1.81,29.5
